Tipo de delito,Cantidad de casos,Nacionadalidad,Sexo de las víctimas	,Provincia,Mes,Año
robo,2,aleman(a),m,distrito nacional,agosto,2025
robo,1,argentino(a),f,distrito nacional,agosto,2025
robo,1,britanico (a),f,distrito nacional,agosto,2025
robo,1,chino(a),m,distrito nacional,agosto,2025
robo,1,chino(a),f,distrito nacional,agosto,2025
robo,1,colombiano(a),m,distrito nacional,agosto,2025
robo,1,costarricense,m,distrito nacional,agosto,2025
robo,1,cubano(a),m,distrito nacional,agosto,2025
robo,386,dominicano(a),m,distrito nacional,agosto,2025
robo,297,dominicano(a),f,distrito nacional,agosto,2025
robo,1,español(a),m,distrito nacional,agosto,2025
robo,3,estadounidese,m,distrito nacional,agosto,2025
robo,1,estadounidese,f,distrito nacional,agosto,2025
robo,2,haitiano(a),m,distrito nacional,agosto,2025
robo,4,haitiano(a),f,distrito nacional,agosto,2025
robo,2,mexicano(a),f,distrito nacional,agosto,2025
robo,3,norte americano(a),m,distrito nacional,agosto,2025
robo,1,norte americano(a),f,distrito nacional,agosto,2025
robo,1,peruano(a),m,distrito nacional,agosto,2025
robo,1,puertorriqueño(a),f,distrito nacional,agosto,2025
robo,1,ucraniano(a),m,distrito nacional,agosto,2025
robo,4,venezolano(a),m,distrito nacional,agosto,2025
robo,5,venezolano(a),f,distrito nacional,agosto,2025
robo,59,dominicano(a),m,duarte,agosto,2025
robo,49,dominicano(a),f,duarte,agosto,2025
robo,1,español(a),m,duarte,agosto,2025
robo,1,haitiano(a),m,duarte,agosto,2025
robo,14,dominicano(a),m,el seibo,agosto,2025
robo,7,dominicano(a),f,el seibo,agosto,2025
robo,1,español(a),m,el seibo,agosto,2025
robo,1,haitiano(a),m,el seibo,agosto,2025
robo,1,nigeria,m,el seibo,agosto,2025
robo,1,dominicano(a),m,elias piña,agosto,2025
robo,1,dominicano(a),f,elias piña,agosto,2025
robo,25,dominicano(a),m,espaillat,agosto,2025
robo,12,dominicano(a),f,espaillat,agosto,2025
robo,16,dominicano(a),m,hato mayor,agosto,2025
robo,10,dominicano(a),f,hato mayor,agosto,2025
robo,6,dominicano(a),m,hermanas mirabal,agosto,2025
robo,8,dominicano(a),f,hermanas mirabal,agosto,2025
robo,1,dominicano(a),f,independencia,agosto,2025
robo,1,argentino(a),m,la altagracia,agosto,2025
robo,1,colombiano(a),m,la altagracia,agosto,2025
robo,1,colombiano(a),f,la altagracia,agosto,2025
robo,117,dominicano(a),m,la altagracia,agosto,2025
robo,76,dominicano(a),f,la altagracia,agosto,2025
robo,1,ecuatoriano(a),m,la altagracia,agosto,2025
robo,7,haitiano(a),m,la altagracia,agosto,2025
robo,1,haitiano(a),f,la altagracia,agosto,2025
robo,1,italiano(a),m,la altagracia,agosto,2025
robo,1,uruguayo(a),f,la altagracia,agosto,2025
robo,1,vietnamita,f,la altagracia,agosto,2025
robo,59,dominicano(a),m,la romana,agosto,2025
robo,22,dominicano(a),f,la romana,agosto,2025
robo,1,estadounidese,m,la romana,agosto,2025
robo,3,haitiano(a),m,la romana,agosto,2025
robo,16,dominicano(a),m,la vega,agosto,2025
robo,12,dominicano(a),f,la vega,agosto,2025
robo,1,español(a),f,la vega,agosto,2025
robo,1,haitiano(a),m,la vega,agosto,2025
robo,19,dominicano(a),m,maria trinidad sanchez,agosto,2025
robo,4,dominicano(a),f,maria trinidad sanchez,agosto,2025
robo,22,dominicano(a),m,monseñor nouel,agosto,2025
robo,13,dominicano(a),f,monseñor nouel,agosto,2025
robo,17,dominicano(a),m,monte plata,agosto,2025
robo,11,dominicano(a),f,monte plata,agosto,2025
robo,1,norte americano(a),m,monte plata,agosto,2025
robo,1,dominicano(a),m,pedernales,agosto,2025
robo,38,dominicano(a),m,peravia,agosto,2025
robo,33,dominicano(a),f,peravia,agosto,2025
robo,1,aleman(a),f,puerto plata,agosto,2025
robo,31,dominicano(a),m,puerto plata,agosto,2025
robo,12,dominicano(a),f,puerto plata,agosto,2025
robo,1,frances(a),m,puerto plata,agosto,2025
robo,2,haitiano(a),m,puerto plata,agosto,2025
robo,1,norte americano(a),f,puerto plata,agosto,2025
robo,1,argentino(a),m,samana,agosto,2025
robo,18,dominicano(a),m,samana,agosto,2025
robo,9,dominicano(a),f,samana,agosto,2025
robo,1,estadounidese,m,samana,agosto,2025
robo,3,frances(a),m,samana,agosto,2025
robo,1,frances(a),f,samana,agosto,2025
robo,1,haitiano(a),f,samana,agosto,2025
robo,226,dominicano(a),m,san cristobal,agosto,2025
robo,134,dominicano(a),f,san cristobal,agosto,2025
robo,1,español(a),m,san cristobal,agosto,2025
robo,5,haitiano(a),m,san cristobal,agosto,2025
robo,11,dominicano(a),m,san jose de ocoa,agosto,2025
robo,3,dominicano(a),f,san jose de ocoa,agosto,2025
robo,21,dominicano(a),m,san juan,agosto,2025
robo,8,dominicano(a),f,san juan,agosto,2025
robo,66,dominicano(a),m,san pedro de macoris,agosto,2025
robo,37,dominicano(a),f,san pedro de macoris,agosto,2025
robo,2,haitiano(a),m,san pedro de macoris,agosto,2025
robo,1,ingles(a),f,san pedro de macoris,agosto,2025
robo,1,venezolano(a),f,san pedro de macoris,agosto,2025
robo,17,dominicano(a),m,sanchez ramirez,agosto,2025
robo,7,dominicano(a),f,sanchez ramirez,agosto,2025
robo,106,dominicano(a),m,santiago,agosto,2025
robo,65,dominicano(a),f,santiago,agosto,2025
robo,3,haitiano(a),m,santiago,agosto,2025
robo,1,suizo(a),m,santiago,agosto,2025
robo,2,aleman(a),m,santo domingo,agosto,2025
robo,1,checo(a),m,santo domingo,agosto,2025
robo,1,colombiano(a),m,santo domingo,agosto,2025
robo,1,colombiano(a),f,santo domingo,agosto,2025
robo,1,cubano(a),m,santo domingo,agosto,2025
robo,1,cubano(a),f,santo domingo,agosto,2025
robo,990,dominicano(a),m,santo domingo,agosto,2025
robo,652,dominicano(a),f,santo domingo,agosto,2025
robo,1,español(a),m,santo domingo,agosto,2025
robo,1,estadounidese,m,santo domingo,agosto,2025
robo,2,estadounidese,f,santo domingo,agosto,2025
robo,34,haitiano(a),m,santo domingo,agosto,2025
robo,10,haitiano(a),f,santo domingo,agosto,2025
robo,2,italiano(a),m,santo domingo,agosto,2025
robo,1,japones(a),m,santo domingo,agosto,2025
robo,1,mexicano(a),m,santo domingo,agosto,2025
robo,1,norte americano(a),f,santo domingo,agosto,2025
robo,1,puertorriqueño(a),m,santo domingo,agosto,2025
robo,1,suizo(a),m,santo domingo,agosto,2025
robo,5,venezolano(a),m,santo domingo,agosto,2025
robo,1,venezolano(a),f,santo domingo,agosto,2025
robo,12,dominicano(a),m,valverde,agosto,2025
robo,3,dominicano(a),f,valverde,agosto,2025
robo,11,dominicano(a),m,azua,septiembre,2025
robo,16,dominicano(a),f,azua,septiembre,2025
robo,6,dominicano(a),m,bahoruco,septiembre,2025
robo,4,dominicano(a),f,bahoruco,septiembre,2025
robo,17,dominicano(a),m,barahona,septiembre,2025
robo,15,dominicano(a),f,barahona,septiembre,2025
robo,1,haitiano(a),m,barahona,septiembre,2025
robo,3,dominicano(a),m,dajabon,septiembre,2025
robo,4,dominicano(a),f,dajabon,septiembre,2025
robo,2,aleman(a),f,distrito nacional,septiembre,2025
robo,1,boliviano(a),f,distrito nacional,septiembre,2025
robo,1,canadiense,f,distrito nacional,septiembre,2025
robo,1,chino(a),m,distrito nacional,septiembre,2025
robo,2,chino(a),f,distrito nacional,septiembre,2025
robo,1,colombiano(a),m,distrito nacional,septiembre,2025
robo,3,colombiano(a),f,distrito nacional,septiembre,2025
robo,1,costarricense,m,distrito nacional,septiembre,2025
robo,396,dominicano(a),m,distrito nacional,septiembre,2025
robo,289,dominicano(a),f,distrito nacional,septiembre,2025
robo,1,ecuatoriano(a),f,distrito nacional,septiembre,2025
robo,4,español(a),f,distrito nacional,septiembre,2025
robo,1,estadounidese,f,distrito nacional,septiembre,2025
robo,1,frances(a),m,distrito nacional,septiembre,2025
robo,1,haitiano(a),m,distrito nacional,septiembre,2025
robo,6,haitiano(a),f,distrito nacional,septiembre,2025
robo,1,italiano(a),m,distrito nacional,septiembre,2025
robo,3,mexicano(a),m,distrito nacional,septiembre,2025
robo,1,mexicano(a),f,distrito nacional,septiembre,2025
robo,1,norte americano(a),f,distrito nacional,septiembre,2025
robo,1,ruso(a),f,distrito nacional,septiembre,2025
robo,1,taiwanes(a),m,distrito nacional,septiembre,2025
robo,3,venezolano(a),m,distrito nacional,septiembre,2025
robo,2,venezolano(a),f,distrito nacional,septiembre,2025
robo,63,dominicano(a),m,duarte,septiembre,2025
robo,48,dominicano(a),f,duarte,septiembre,2025
robo,23,dominicano(a),m,el seibo,septiembre,2025
robo,8,dominicano(a),f,el seibo,septiembre,2025
robo,1,estadounidese,m,el seibo,septiembre,2025
robo,1,dominicano(a),m,elias piña,septiembre,2025
robo,32,dominicano(a),f,espaillat,septiembre,2025
robo,18,estadounidese,m,espaillat,septiembre,2025
robo,15,dominicano(a),m,hato mayor,septiembre,2025
robo,4,dominicano(a),f,hato mayor,septiembre,2025
robo,1,haitiano(a),m,hato mayor,septiembre,2025
robo,10,dominicano(a),m,hermanas mirabal,septiembre,2025
robo,5,dominicano(a),f,hermanas mirabal,septiembre,2025
robo,2,dominicano(a),m,independencia,septiembre,2025
robo,3,dominicano(a),f,independencia,septiembre,2025
robo,1,haitiano(a),m,independencia,septiembre,2025
robo,1,britanico (a),f,la altagracia,septiembre,2025
robo,110,dominicano(a),m,la altagracia,septiembre,2025
robo,57,dominicano(a),f,la altagracia,septiembre,2025
robo,3,haitiano(a),m,la altagracia,septiembre,2025
robo,2,haitiano(a),f,la altagracia,septiembre,2025
robo,1,mexicano(a),f,la altagracia,septiembre,2025
robo,2,venezolano(a),m,la altagracia,septiembre,2025
robo,48,dominicano(a),m,la romana,septiembre,2025
robo,23,dominicano(a),f,la romana,septiembre,2025
robo,1,haitiano(a),m,la romana,septiembre,2025
robo,1,haitiano(a),f,la romana,septiembre,2025
robo,17,dominicano(a),m,la vega,septiembre,2025
robo,15,dominicano(a),f,la vega,septiembre,2025
robo,1,norte americano(a),f,la vega,septiembre,2025
robo,22,dominicano(a),m,maria trinidad sanchez,septiembre,2025
robo,12,dominicano(a),f,maria trinidad sanchez,septiembre,2025
robo,24,dominicano(a),m,monseñor nouel,septiembre,2025
robo,14,dominicano(a),f,monseñor nouel,septiembre,2025
robo,1,haitiano(a),m,monseñor nouel,septiembre,2025
robo,1,norte americano(a),m,monseñor nouel,septiembre,2025
robo,1,dominicano(a),m,monte cristi,septiembre,2025
robo,1,cubano(a),m,monte plata,septiembre,2025
robo,23,dominicano(a),m,monte plata,septiembre,2025
robo,13,dominicano(a),f,monte plata,septiembre,2025
robo,1,haitiano(a),m,monte plata,septiembre,2025
robo,1,dominicano(a),m,pedernales,septiembre,2025
robo,27,dominicano(a),m,peravia,septiembre,2025
robo,26,dominicano(a),f,peravia,septiembre,2025
robo,1,holandes(a),m,peravia,septiembre,2025
robo,1,argentino(a),f,puerto plata,septiembre,2025
robo,2,canadiense,m,puerto plata,septiembre,2025
robo,31,dominicano(a),m,puerto plata,septiembre,2025
robo,30,dominicano(a),f,puerto plata,septiembre,2025
robo,1,estadounidese,m,puerto plata,septiembre,2025
robo,1,italiano(a),f,puerto plata,septiembre,2025
robo,1,ruso(a),m,puerto plata,septiembre,2025
robo,1,checo(a),m,samana,septiembre,2025
robo,18,dominicano(a),m,samana,septiembre,2025
robo,10,dominicano(a),f,samana,septiembre,2025
robo,2,español(a),m,samana,septiembre,2025
robo,1,estadounidese,m,samana,septiembre,2025
robo,1,haitiano(a),m,samana,septiembre,2025
robo,1,haitiano(a),f,samana,septiembre,2025
robo,1,italiano(a),m,samana,septiembre,2025
robo,1,cubano(a),f,san cristobal,septiembre,2025
robo,237,dominicano(a),m,san cristobal,septiembre,2025
robo,138,dominicano(a),f,san cristobal,septiembre,2025
robo,1,español(a),f,san cristobal,septiembre,2025
robo,3,haitiano(a),m,san cristobal,septiembre,2025
robo,3,haitiano(a),f,san cristobal,septiembre,2025
robo,1,norte americano(a),m,san cristobal,septiembre,2025
robo,13,dominicano(a),m,san jose de ocoa,septiembre,2025
robo,6,dominicano(a),f,san jose de ocoa,septiembre,2025
robo,29,dominicano(a),m,san juan,septiembre,2025
robo,8,dominicano(a),f,san juan,septiembre,2025
robo,73,dominicano(a),m,san pedro de macoris,septiembre,2025
robo,38,dominicano(a),f,san pedro de macoris,septiembre,2025
robo,1,español(a),m,san pedro de macoris,septiembre,2025
robo,1,haitiano(a),m,san pedro de macoris,septiembre,2025
robo,1,haitiano(a),f,san pedro de macoris,septiembre,2025
robo,1,peruano(a),f,san pedro de macoris,septiembre,2025
robo,8,dominicano(a),m,sanchez ramirez,septiembre,2025
robo,8,dominicano(a),f,sanchez ramirez,septiembre,2025
robo,109,dominicano(a),m,santiago,septiembre,2025
robo,66,dominicano(a),f,santiago,septiembre,2025
robo,1,haitiano(a),m,santiago,septiembre,2025
robo,1,salvadoreño(a),m,santiago,septiembre,2025
robo,1,chileno(a),m,santo domingo,septiembre,2025
robo,1,colombiano(a),m,santo domingo,septiembre,2025
robo,1,cubano(a),m,santo domingo,septiembre,2025
robo,928,dominicano(a),m,santo domingo,septiembre,2025
robo,647,dominicano(a),f,santo domingo,septiembre,2025
robo,1,español(a),m,santo domingo,septiembre,2025
robo,1,español(a),f,santo domingo,septiembre,2025
robo,1,estadounidese,m,santo domingo,septiembre,2025
robo,1,frances(a),f,santo domingo,septiembre,2025
robo,25,haitiano(a),m,santo domingo,septiembre,2025
robo,8,haitiano(a),f,santo domingo,septiembre,2025
robo,1,holandes(a),f,santo domingo,septiembre,2025
robo,3,italiano(a),m,santo domingo,septiembre,2025
robo,1,jamaiquino(a),m,santo domingo,septiembre,2025
robo,1,mexicano(a),m,santo domingo,septiembre,2025
robo,1,norte americano(a),f,santo domingo,septiembre,2025
robo,1,suizo(a),m,santo domingo,septiembre,2025
robo,2,venezolano(a),m,santo domingo,septiembre,2025
robo,3,venezolano(a),f,santo domingo,septiembre,2025
robo,14,dominicano(a),m,valverde,septiembre,2025
robo,7,dominicano(a),f,valverde,septiembre,2025
robo,1,haitiano(a),f,valverde,septiembre,2025
robo,10,dominicano(a),m,azua,octubre,2025
robo,10,dominicano(a),f,azua,octubre,2025
robo,1,haitiano(a),f,azua,octubre,2025
robo,8,dominicano(a),m,bahoruco,octubre,2025
robo,7,dominicano(a),f,bahoruco,octubre,2025
robo,7,dominicano(a),m,barahona,octubre,2025
robo,3,dominicano(a),f,barahona,octubre,2025
robo,2,dominicano(a),m,dajabon,octubre,2025
robo,4,dominicano(a),f,dajabon,octubre,2025
robo,2,brasileño(a),m,distrito nacional,octubre,2025
robo,1,canadiense,m,distrito nacional,octubre,2025
robo,2,chileno(a),m,distrito nacional,octubre,2025
robo,2,colombiano(a),m,distrito nacional,octubre,2025
robo,1,colombiano(a),f,distrito nacional,octubre,2025
robo,1,cubano(a),m,distrito nacional,octubre,2025
robo,480,dominicano(a),m,distrito nacional,octubre,2025
robo,307,dominicano(a),f,distrito nacional,octubre,2025
robo,1,ecuatoriano(a),m,distrito nacional,octubre,2025
robo,1,eslovaco(a),f,distrito nacional,octubre,2025
robo,2,español(a),m,distrito nacional,octubre,2025
robo,3,español(a),f,distrito nacional,octubre,2025
robo,2,estadounidese,m,distrito nacional,octubre,2025
robo,1,frances(a),f,distrito nacional,octubre,2025
robo,8,haitiano(a),m,distrito nacional,octubre,2025
robo,3,haitiano(a),f,distrito nacional,octubre,2025
robo,1,italiano(a),m,distrito nacional,octubre,2025
robo,1,mexicano(a),m,distrito nacional,octubre,2025
robo,2,mexicano(a),f,distrito nacional,octubre,2025
robo,2,norte americano(a),m,distrito nacional,octubre,2025
robo,2,peruano(a),m,distrito nacional,octubre,2025
robo,1,portugues(a),m,distrito nacional,octubre,2025
robo,3,venezolano(a),m,distrito nacional,octubre,2025
robo,1,venezolano(a),f,distrito nacional,octubre,2025
robo,53,dominicano(a),m,duarte,octubre,2025
robo,62,dominicano(a),f,duarte,octubre,2025
robo,1,haitiano(a),m,duarte,octubre,2025
robo,1,puertorriqueño(a),f,duarte,octubre,2025
robo,2,venezolano(a),f,duarte,octubre,2025
robo,1,brasileño(a),m,el seibo,octubre,2025
robo,1,cubano(a),m,el seibo,octubre,2025
robo,17,dominicano(a),m,el seibo,octubre,2025
robo,9,dominicano(a),f,el seibo,octubre,2025
robo,2,estadounidese,m,el seibo,octubre,2025
robo,1,haitiano(a),m,el seibo,octubre,2025
robo,1,italiano(a),m,el seibo,octubre,2025
robo,1,norte americano(a),f,el seibo,octubre,2025
robo,1,dominicano(a),m,elias piña,octubre,2025
robo,1,dominicano(a),f,elias piña,octubre,2025
robo,21,dominicano(a),m,espaillat,octubre,2025
robo,11,dominicano(a),f,espaillat,octubre,2025
robo,11,dominicano(a),m,hato mayor,octubre,2025
robo,8,dominicano(a),f,hato mayor,octubre,2025
robo,6,dominicano(a),m,hermanas mirabal,octubre,2025
robo,1,dominicano(a),f,hermanas mirabal,octubre,2025
robo,3,dominicano(a),m,independencia,octubre,2025
robo,1,dominicano(a),f,independencia,octubre,2025
robo,1,brasileño(a),m,la altagracia,octubre,2025
robo,1,brasileño(a),f,la altagracia,octubre,2025
robo,2,chino(a),m,la altagracia,octubre,2025
robo,121,dominicano(a),m,la altagracia,octubre,2025
robo,45,dominicano(a),f,la altagracia,octubre,2025
robo,2,ecuatoriano(a),m,la altagracia,octubre,2025
robo,1,español(a),m,la altagracia,octubre,2025
robo,1,español(a),f,la altagracia,octubre,2025
robo,3,haitiano(a),m,la altagracia,octubre,2025
robo,1,hungaro(a),f,la altagracia,octubre,2025
robo,1,norte americano(a),f,la altagracia,octubre,2025
robo,1,boliviano(a),f,la romana,octubre,2025
robo,71,dominicano(a),m,la romana,octubre,2025
robo,24,dominicano(a),f,la romana,octubre,2025
robo,1,haitiano(a),m,la romana,octubre,2025
robo,20,dominicano(a),m,la vega,octubre,2025
robo,6,dominicano(a),f,la vega,octubre,2025
robo,1,español(a),f,la vega,octubre,2025
robo,11,dominicano(a),m,maria trinidad sanchez,octubre,2025
robo,12,dominicano(a),f,maria trinidad sanchez,octubre,2025
robo,1,haitiano(a),m,maria trinidad sanchez,octubre,2025
robo,20,dominicano(a),m,monseñor nouel,octubre,2025
robo,15,dominicano(a),f,monseñor nouel,octubre,2025
robo,25,dominicano(a),m,monte plata,octubre,2025
robo,10,dominicano(a),f,monte plata,octubre,2025
robo,21,dominicano(a),m,peravia,octubre,2025
robo,6,dominicano(a),f,peravia,octubre,2025
robo,1,haitiano(a),m,peravia,octubre,2025
robo,28,dominicano(a),m,puerto plata,octubre,2025
robo,27,dominicano(a),f,puerto plata,octubre,2025
robo,2,haitiano(a),m,puerto plata,octubre,2025
robo,1,haitiano(a),f,puerto plata,octubre,2025
robo,1,italiano(a),m,puerto plata,octubre,2025
robo,1,mexicano(a),m,puerto plata,octubre,2025
robo,1,argentino(a),m,samana,octubre,2025
robo,13,dominicano(a),m,samana,octubre,2025
robo,8,dominicano(a),f,samana,octubre,2025
robo,1,español(a),m,samana,octubre,2025
robo,1,estadounidese,m,samana,octubre,2025
robo,2,frances(a),m,samana,octubre,2025
robo,1,neerlandes(a),m,samana,octubre,2025
robo,1,suizo(a),f,samana,octubre,2025
robo,197,dominicano(a),m,san cristobal,octubre,2025
robo,138,dominicano(a),f,san cristobal,octubre,2025
robo,4,haitiano(a),m,san cristobal,octubre,2025
robo,9,dominicano(a),m,san jose de ocoa,octubre,2025
robo,8,dominicano(a),f,san jose de ocoa,octubre,2025
robo,24,dominicano(a),m,san juan,octubre,2025
robo,9,dominicano(a),f,san juan,octubre,2025
robo,61,dominicano(a),m,san pedro de macoris,octubre,2025
robo,61,dominicano(a),f,san pedro de macoris,octubre,2025
robo,1,español(a),f,san pedro de macoris,octubre,2025
robo,1,frances(a),m,san pedro de macoris,octubre,2025
robo,1,haitiano(a),f,san pedro de macoris,octubre,2025
robo,6,dominicano(a),m,sanchez ramirez,octubre,2025
robo,6,dominicano(a),f,sanchez ramirez,octubre,2025
robo,93,dominicano(a),m,santiago,octubre,2025
robo,82,dominicano(a),f,santiago,octubre,2025
robo,5,haitiano(a),m,santiago,octubre,2025
robo,3,haitiano(a),f,santiago,octubre,2025
robo,1,venezolano(a),f,santiago,octubre,2025
robo,1,checo(a),f,santo domingo,octubre,2025
robo,1,chino(a),m,santo domingo,octubre,2025
robo,1,colombiano(a),f,santo domingo,octubre,2025
robo,2,cubano(a),m,santo domingo,octubre,2025
robo,999,dominicano(a),m,santo domingo,octubre,2025
robo,625,dominicano(a),f,santo domingo,octubre,2025
robo,1,español(a),m,santo domingo,octubre,2025
robo,1,estadounidese,m,santo domingo,octubre,2025
robo,1,frances(a),f,santo domingo,octubre,2025
robo,25,haitiano(a),m,santo domingo,octubre,2025
robo,8,haitiano(a),f,santo domingo,octubre,2025
robo,2,italiano(a),m,santo domingo,octubre,2025
robo,3,norte americano(a),m,santo domingo,octubre,2025
robo,2,peruano(a),f,santo domingo,octubre,2025
robo,1,suizo(a),f,santo domingo,octubre,2025
robo,4,venezolano(a),m,santo domingo,octubre,2025
robo,9,dominicano(a),m,valverde,octubre,2025
robo,8,dominicano(a),f,valverde,octubre,2025
robo,1,haitiano(a),f,valverde,octubre,2025
robo,20,dominicano(a),m,azua,noviembre,2025
robo,7,dominicano(a),f,azua,noviembre,2025
robo,9,dominicano(a),m,bahoruco,noviembre,2025
robo,3,dominicano(a),f,bahoruco,noviembre,2025
robo,1,haitiano(a),m,bahoruco,noviembre,2025
robo,14,dominicano(a),m,barahona,noviembre,2025
robo,4,dominicano(a),f,barahona,noviembre,2025
robo,4,dominicano(a),m,dajabon,noviembre,2025
robo,2,dominicano(a),f,dajabon,noviembre,2025
robo,1,aleman(a),m,distrito nacional,noviembre,2025
robo,1,brasileño(a),f,distrito nacional,noviembre,2025
robo,2,chino(a),f,distrito nacional,noviembre,2025
robo,1,colombiano(a),f,distrito nacional,noviembre,2025
robo,431,dominicano(a),m,distrito nacional,noviembre,2025
robo,313,dominicano(a),f,distrito nacional,noviembre,2025
robo,3,español(a),m,distrito nacional,noviembre,2025
robo,1,español(a),f,distrito nacional,noviembre,2025
robo,2,estadounidese,m,distrito nacional,noviembre,2025
robo,2,estadounidese,f,distrito nacional,noviembre,2025
robo,1,frances(a),m,distrito nacional,noviembre,2025
robo,1,frances(a),f,distrito nacional,noviembre,2025
robo,1,guatemanteco(a),m,distrito nacional,noviembre,2025
robo,8,haitiano(a),m,distrito nacional,noviembre,2025
robo,1,haitiano(a),f,distrito nacional,noviembre,2025
robo,1,holandes(a),m,distrito nacional,noviembre,2025
robo,1,ingles(a),m,distrito nacional,noviembre,2025
robo,1,israeli,m,distrito nacional,noviembre,2025
robo,1,japones(a),m,distrito nacional,noviembre,2025
robo,1,mexicano(a),m,distrito nacional,noviembre,2025
robo,3,norte americano(a),m,distrito nacional,noviembre,2025
robo,1,norte americano(a),f,distrito nacional,noviembre,2025
robo,1,salvadoreño(a),m,distrito nacional,noviembre,2025
robo,1,turco(a),f,distrito nacional,noviembre,2025
robo,7,venezolano(a),m,distrito nacional,noviembre,2025
robo,4,venezolano(a),f,distrito nacional,noviembre,2025
robo,55,dominicano(a),m,duarte,noviembre,2025
robo,43,dominicano(a),f,duarte,noviembre,2025
robo,14,dominicano(a),m,el seibo,noviembre,2025
robo,16,dominicano(a),f,el seibo,noviembre,2025
robo,1,español(a),m,el seibo,noviembre,2025
robo,2,dominicano(a),m,elias piña,noviembre,2025
robo,3,dominicano(a),f,elias piña,noviembre,2025
robo,13,dominicano(a),m,espaillat,noviembre,2025
robo,9,dominicano(a),f,espaillat,noviembre,2025
robo,8,dominicano(a),m,hato mayor,noviembre,2025
robo,3,dominicano(a),f,hato mayor,noviembre,2025
robo,12,dominicano(a),m,hermanas mirabal,noviembre,2025
robo,7,dominicano(a),f,hermanas mirabal,noviembre,2025
robo,1,frances(a),f,hermanas mirabal,noviembre,2025
robo,2,dominicano(a),m,independencia,noviembre,2025
robo,1,dominicano(a),f,independencia,noviembre,2025
robo,1,brasileño(a),m,la altagracia,noviembre,2025
robo,1,colombiano(a),m,la altagracia,noviembre,2025
robo,1,colombiano(a),f,la altagracia,noviembre,2025
robo,115,dominicano(a),m,la altagracia,noviembre,2025
robo,65,dominicano(a),f,la altagracia,noviembre,2025
robo,1,español(a),m,la altagracia,noviembre,2025
robo,1,estadounidese,f,la altagracia,noviembre,2025
robo,8,haitiano(a),m,la altagracia,noviembre,2025
robo,1,polaco(a),f,la altagracia,noviembre,2025
robo,1,venezolano(a),m,la altagracia,noviembre,2025
robo,65,dominicano(a),m,la romana,noviembre,2025
robo,15,dominicano(a),f,la romana,noviembre,2025
robo,1,ucraniano(a),f,la romana,noviembre,2025
robo,1,venezolano(a),f,la romana,noviembre,2025
robo,25,dominicano(a),m,la vega,noviembre,2025
robo,16,dominicano(a),f,la vega,noviembre,2025
robo,1,frances(a),m,la vega,noviembre,2025
robo,17,dominicano(a),m,maria trinidad sanchez,noviembre,2025
robo,15,dominicano(a),f,maria trinidad sanchez,noviembre,2025
robo,19,dominicano(a),m,monseñor nouel,noviembre,2025
robo,14,dominicano(a),f,monseñor nouel,noviembre,2025
robo,1,haitiano(a),f,monseñor nouel,noviembre,2025
robo,1,canadiense,m,monte plata,noviembre,2025
robo,13,dominicano(a),m,monte plata,noviembre,2025
robo,11,dominicano(a),f,monte plata,noviembre,2025
robo,1,dominicano(a),m,pedernales,noviembre,2025
robo,1,britanico (a),m,peravia,noviembre,2025
robo,20,dominicano(a),m,peravia,noviembre,2025
robo,11,dominicano(a),f,peravia,noviembre,2025
robo,1,haitiano(a),m,peravia,noviembre,2025
robo,1,aleman(a),m,puerto plata,noviembre,2025
robo,33,dominicano(a),m,puerto plata,noviembre,2025
robo,22,dominicano(a),f,puerto plata,noviembre,2025
robo,1,español(a),m,puerto plata,noviembre,2025
robo,1,israeli,f,puerto plata,noviembre,2025
robo,1,venezolano(a),m,puerto plata,noviembre,2025
robo,1,belgico(a),m,samana,noviembre,2025
robo,1,canadiense,m,samana,noviembre,2025
robo,1,canadiense,f,samana,noviembre,2025
robo,1,checo(a),f,samana,noviembre,2025
robo,8,dominicano(a),m,samana,noviembre,2025
robo,12,dominicano(a),f,samana,noviembre,2025
robo,2,español(a),m,samana,noviembre,2025
robo,1,haitiano(a),m,samana,noviembre,2025
robo,1,cubano(a),m,san cristobal,noviembre,2025
robo,193,dominicano(a),m,san cristobal,noviembre,2025
robo,118,dominicano(a),f,san cristobal,noviembre,2025
robo,1,estadounidese,m,san cristobal,noviembre,2025
robo,5,haitiano(a),m,san cristobal,noviembre,2025
robo,2,haitiano(a),f,san cristobal,noviembre,2025
robo,1,italiano(a),m,san cristobal,noviembre,2025
robo,1,nicaraguense,m,san cristobal,noviembre,2025
robo,1,suizo(a),m,san cristobal,noviembre,2025
robo,1,chino(a),f,san jose de ocoa,noviembre,2025
robo,5,dominicano(a),m,san jose de ocoa,noviembre,2025
robo,2,dominicano(a),f,san jose de ocoa,noviembre,2025
robo,1,chino(a),m,san juan,noviembre,2025
robo,18,dominicano(a),m,san juan,noviembre,2025
robo,7,dominicano(a),f,san juan,noviembre,2025
robo,1,cubano(a),m,san pedro de macoris,noviembre,2025
robo,64,dominicano(a),m,san pedro de macoris,noviembre,2025
robo,38,dominicano(a),f,san pedro de macoris,noviembre,2025
robo,2,haitiano(a),f,san pedro de macoris,noviembre,2025
robo,1,norte americano(a),f,san pedro de macoris,noviembre,2025
robo,10,dominicano(a),m,sanchez ramirez,noviembre,2025
robo,6,dominicano(a),f,sanchez ramirez,noviembre,2025
robo,133,dominicano(a),m,santiago,noviembre,2025
