Tipo de delito,Cantidad de casos,Nacionadalidad,Sexo de las víctimas	,Provincia,Mes,Año
Robo,1,Haitiano(a),F,Valverde,Octubre,2025
Robo,20,Dominicano(a),M,Azua,Noviembre,2025
Robo,7,Dominicano(a),F,Azua,Noviembre,2025
Robo,9,Dominicano(a),M,Bahoruco,Noviembre,2025
Robo,3,Dominicano(a),F,Bahoruco,Noviembre,2025
Robo,1,Haitiano(a),M,Bahoruco,Noviembre,2025
Robo,14,Dominicano(a),M,Barahona,Noviembre,2025
Robo,4,Dominicano(a),F,Barahona,Noviembre,2025
Robo,4,Dominicano(a),M,Dajabon,Noviembre,2025
Robo,2,Dominicano(a),F,Dajabon,Noviembre,2025
Robo,1,Aleman(a),M,Distrito Nacional ,Noviembre,2025
Robo,1,Brasileño(a),F,Distrito Nacional ,Noviembre,2025
Robo,2,Chino(a),F,Distrito Nacional ,Noviembre,2025
Robo,1,Colombiano(a),F,Distrito Nacional ,Noviembre,2025
Robo,431,Dominicano(a),M,Distrito Nacional ,Noviembre,2025
Robo,313,Dominicano(a),F,Distrito Nacional ,Noviembre,2025
Robo,3,Español(a),M,Distrito Nacional ,Noviembre,2025
Robo,1,Español(a),F,Distrito Nacional ,Noviembre,2025
Robo,2,Estadounidese,M,Distrito Nacional ,Noviembre,2025
Robo,2,Estadounidese,F,Distrito Nacional ,Noviembre,2025
Robo,1,Frances(a),M,Distrito Nacional ,Noviembre,2025
Robo,1,Frances(a),F,Distrito Nacional ,Noviembre,2025
Robo,1,Guatemanteco(a),M,Distrito Nacional ,Noviembre,2025
Robo,8,Haitiano(a),M,Distrito Nacional ,Noviembre,2025
Robo,1,Haitiano(a),F,Distrito Nacional ,Noviembre,2025
Robo,1,Holandes(a),M,Distrito Nacional ,Noviembre,2025
Robo,1,Ingles(a),M,Distrito Nacional ,Noviembre,2025
Robo,1,Israeli,M,Distrito Nacional ,Noviembre,2025
Robo,1,Japones(a),M,Distrito Nacional ,Noviembre,2025
Robo,1,Mexicano(a),M,Distrito Nacional ,Noviembre,2025
Robo,3,Norte Americano(a),M,Distrito Nacional ,Noviembre,2025
Robo,1,Norte Americano(a),F,Distrito Nacional ,Noviembre,2025
Robo,1,Salvadoreño(a),M,Distrito Nacional ,Noviembre,2025
Robo,1,Turco(a),F,Distrito Nacional ,Noviembre,2025
Robo,7,Venezolano(a),M,Distrito Nacional ,Noviembre,2025
Robo,4,Venezolano(a),F,Distrito Nacional ,Noviembre,2025
Robo,55,Dominicano(a),M,Duarte,Noviembre,2025
Robo,43,Dominicano(a),F,Duarte,Noviembre,2025
Robo,14,Dominicano(a),M,El Seibo,Noviembre,2025
Robo,16,Dominicano(a),F,El Seibo,Noviembre,2025
Robo,1,Español(a),M,El Seibo,Noviembre,2025
Robo,2,Dominicano(a),M,Elias Piña,Noviembre,2025
Robo,3,Dominicano(a),F,Elias Piña,Noviembre,2025
Robo,13,Dominicano(a),M,Espaillat,Noviembre,2025
Robo,9,Dominicano(a),F,Espaillat,Noviembre,2025
Robo,8,Dominicano(a),M,Hato Mayor,Noviembre,2025
Robo,3,Dominicano(a),F,Hato Mayor,Noviembre,2025
Robo,12,Dominicano(a),M,Hermanas Mirabal,Noviembre,2025
Robo,7,Dominicano(a),F,Hermanas Mirabal,Noviembre,2025
Robo,1,Frances(a),F,Hermanas Mirabal,Noviembre,2025
Robo,2,Dominicano(a),M,Independencia,Noviembre,2025
Robo,1,Dominicano(a),F,Independencia,Noviembre,2025
Robo,1,Brasileño(a),M,La Altagracia,Noviembre,2025
Robo,1,Colombiano(a),M,La Altagracia,Noviembre,2025
Robo,1,Colombiano(a),F,La Altagracia,Noviembre,2025
Robo,115,Dominicano(a),M,La Altagracia,Noviembre,2025
Robo,65,Dominicano(a),F,La Altagracia,Noviembre,2025
Robo,1,Español(a),M,La Altagracia,Noviembre,2025
Robo,1,Estadounidese,F,La Altagracia,Noviembre,2025
Robo,8,Haitiano(a),M,La Altagracia,Noviembre,2025
Robo,1,Polaco(a),F,La Altagracia,Noviembre,2025
Robo,1,Venezolano(a),M,La Altagracia,Noviembre,2025
Robo,65,Dominicano(a),M,La Romana,Noviembre,2025
Robo,15,Dominicano(a),F,La Romana,Noviembre,2025
Robo,1,Ucraniano(a),F,La Romana,Noviembre,2025
Robo,1,Venezolano(a),F,La Romana,Noviembre,2025
Robo,25,Dominicano(a),M,La Vega,Noviembre,2025
Robo,16,Dominicano(a),F,La Vega,Noviembre,2025
Robo,1,Frances(a),M,La Vega,Noviembre,2025
Robo,17,Dominicano(a),M,Maria Trinidad Sanchez ,Noviembre,2025
Robo,15,Dominicano(a),F,Maria Trinidad Sanchez ,Noviembre,2025
Robo,19,Dominicano(a),M,Monseñor Nouel,Noviembre,2025
Robo,14,Dominicano(a),F,Monseñor Nouel,Noviembre,2025
Robo,1,Haitiano(a),F,Monseñor Nouel,Noviembre,2025
Robo,1,Canadiense,M,Monte Plata,Noviembre,2025
Robo,13,Dominicano(a),M,Monte Plata,Noviembre,2025
Robo,11,Dominicano(a),F,Monte Plata,Noviembre,2025
Robo,1,Dominicano(a),M,Pedernales,Noviembre,2025
Robo,1,Britanico (a),M,Peravia,Noviembre,2025
Robo,20,Dominicano(a),M,Peravia,Noviembre,2025
Robo,11,Dominicano(a),F,Peravia,Noviembre,2025
Robo,1,Haitiano(a),M,Peravia,Noviembre,2025
Robo,1,Aleman(a),M,Puerto Plata,Noviembre,2025
Robo,33,Dominicano(a),M,Puerto Plata,Noviembre,2025
Robo,22,Dominicano(a),F,Puerto Plata,Noviembre,2025
Robo,1,Español(a),M,Puerto Plata,Noviembre,2025
Robo,1,Israeli,F,Puerto Plata,Noviembre,2025
Robo,1,Venezolano(a),M,Puerto Plata,Noviembre,2025
Robo,1,Belgico(a),M,Samana,Noviembre,2025
Robo,1,Canadiense,M,Samana,Noviembre,2025
Robo,1,Canadiense,F,Samana,Noviembre,2025
Robo,1,Checo(a),F,Samana,Noviembre,2025
Robo,8,Dominicano(a),M,Samana,Noviembre,2025
Robo,12,Dominicano(a),F,Samana,Noviembre,2025
Robo,2,Español(a),M,Samana,Noviembre,2025
Robo,1,Haitiano(a),M,Samana,Noviembre,2025
Robo,1,Cubano(a),M,San Cristobal,Noviembre,2025
Robo,193,Dominicano(a),M,San Cristobal,Noviembre,2025
Robo,118,Dominicano(a),F,San Cristobal,Noviembre,2025
Robo,1,Estadounidese,M,San Cristobal,Noviembre,2025
Robo,5,Haitiano(a),M,San Cristobal,Noviembre,2025
Robo,2,Haitiano(a),F,San Cristobal,Noviembre,2025
Robo,1,Italiano(a),M,San Cristobal,Noviembre,2025
Robo,1,Nicaraguense,M,San Cristobal,Noviembre,2025
Robo,1,Suizo(a),M,San Cristobal,Noviembre,2025
Robo,1,Chino(a),F,San Jose De Ocoa,Noviembre,2025
Robo,5,Dominicano(a),M,San Jose De Ocoa,Noviembre,2025
Robo,2,Dominicano(a),F,San Jose De Ocoa,Noviembre,2025
Robo,1,Chino(a),M,San Juan ,Noviembre,2025
Robo,18,Dominicano(a),M,San Juan ,Noviembre,2025
Robo,7,Dominicano(a),F,San Juan ,Noviembre,2025
Robo,1,Cubano(a),M,San Pedro De Macoris,Noviembre,2025
Robo,64,Dominicano(a),M,San Pedro De Macoris,Noviembre,2025
Robo,38,Dominicano(a),F,San Pedro De Macoris,Noviembre,2025
Robo,2,Haitiano(a),F,San Pedro De Macoris,Noviembre,2025
Robo,1,Norte Americano(a),F,San Pedro De Macoris,Noviembre,2025
Robo,10,Dominicano(a),M,Sanchez Ramirez,Noviembre,2025
Robo,6,Dominicano(a),F,Sanchez Ramirez,Noviembre,2025
Robo,133,Dominicano(a),M,Santiago,Noviembre,2025
Robo,69,Dominicano(a),F,Santiago,Noviembre,2025
Robo,2,Haitiano(a),M,Santiago,Noviembre,2025
Robo,2,Haitiano(a),F,Santiago,Noviembre,2025
Robo,1,Norte Americano(a),M,Santiago,Noviembre,2025
Robo,1,Argentino(a),M,Santo Domingo,Noviembre,2025
Robo,1,Belgico(a),M,Santo Domingo,Noviembre,2025
Robo,1,Boliviano(a),M,Santo Domingo,Noviembre,2025
Robo,2,Chino(a),M,Santo Domingo,Noviembre,2025
Robo,1,Colombiano(a),M,Santo Domingo,Noviembre,2025
Robo,997,Dominicano(a),M,Santo Domingo,Noviembre,2025
Robo,611,Dominicano(a),F,Santo Domingo,Noviembre,2025
Robo,2,Español(a),F,Santo Domingo,Noviembre,2025
Robo,2,Estadounidese,M,Santo Domingo,Noviembre,2025
Robo,1,Frances(a),F,Santo Domingo,Noviembre,2025
Robo,23,Haitiano(a),M,Santo Domingo,Noviembre,2025
Robo,8,Haitiano(a),F,Santo Domingo,Noviembre,2025
Robo,1,Hindu,M,Santo Domingo,Noviembre,2025
Robo,1,Holandes(a),M,Santo Domingo,Noviembre,2025
Robo,2,Italiano(a),M,Santo Domingo,Noviembre,2025
Robo,4,Norte Americano(a),M,Santo Domingo,Noviembre,2025
Robo,1,Peruano(a),M,Santo Domingo,Noviembre,2025
Robo,5,Venezolano(a),M,Santo Domingo,Noviembre,2025
Robo,6,Venezolano(a),F,Santo Domingo,Noviembre,2025
Robo,21,Dominicano(a),M,Valverde,Noviembre,2025
Robo,7,Dominicano(a),F,Valverde,Noviembre,2025
Robo,13,Dominicano(a),M,Azua,Diciembre,2025
Robo,8,Dominicano(a),F,Azua,Diciembre,2025
Robo,6,Dominicano(a),M,Bahoruco,Diciembre,2025
Robo,7,Dominicano(a),F,Bahoruco,Diciembre,2025
Robo,14,Dominicano(a),M,Barahona,Diciembre,2025
Robo,6,Dominicano(a),F,Barahona,Diciembre,2025
Robo,6,Dominicano(a),M,Dajabon,Diciembre,2025
Robo,2,Dominicano(a),F,Dajabon,Diciembre,2025
Robo,2,Chino(a),M,Distrito Nacional ,Diciembre,2025
Robo,1,Chino(a),F,Distrito Nacional ,Diciembre,2025
Robo,2,Colombiano(a),F,Distrito Nacional ,Diciembre,2025
Robo,1,Costarricense,M,Distrito Nacional ,Diciembre,2025
Robo,410,Dominicano(a),M,Distrito Nacional ,Diciembre,2025
Robo,274,Dominicano(a),F,Distrito Nacional ,Diciembre,2025
Robo,3,Español(a),M,Distrito Nacional ,Diciembre,2025
Robo,1,Español(a),F,Distrito Nacional ,Diciembre,2025
Robo,2,Estadounidese,M,Distrito Nacional ,Diciembre,2025
Robo,1,Frances(a),M,Distrito Nacional ,Diciembre,2025
Robo,1,Frances(a),F,Distrito Nacional ,Diciembre,2025
Robo,7,Haitiano(a),M,Distrito Nacional ,Diciembre,2025
Robo,8,Haitiano(a),F,Distrito Nacional ,Diciembre,2025
Robo,1,Holandes(a),M,Distrito Nacional ,Diciembre,2025
Robo,1,Hondureño(a),F,Distrito Nacional ,Diciembre,2025
Robo,1,Irlandes(a),M,Distrito Nacional ,Diciembre,2025
Robo,2,Italiano(a),M,Distrito Nacional ,Diciembre,2025
Robo,1,Italiano(a),F,Distrito Nacional ,Diciembre,2025
Robo,1,Mexicano(a),M,Distrito Nacional ,Diciembre,2025
Robo,1,Nigeria,M,Distrito Nacional ,Diciembre,2025
Robo,5,Norte Americano(a),M,Distrito Nacional ,Diciembre,2025
Robo,2,Norte Americano(a),F,Distrito Nacional ,Diciembre,2025
Robo,1,Peruano(a),M,Distrito Nacional ,Diciembre,2025
Robo,5,Venezolano(a),M,Distrito Nacional ,Diciembre,2025
Robo,3,Venezolano(a),F,Distrito Nacional ,Diciembre,2025
Robo,46,Dominicano(a),M,Duarte,Diciembre,2025
Robo,34,Dominicano(a),F,Duarte,Diciembre,2025
Robo,1,Español(a),M,Duarte,Diciembre,2025
Robo,1,Canadiense,F,El Seibo,Diciembre,2025
Robo,15,Dominicano(a),M,El Seibo,Diciembre,2025
Robo,7,Dominicano(a),F,El Seibo,Diciembre,2025
Robo,1,Frances(a),M,El Seibo,Diciembre,2025
Robo,1,Canadiense,M,Espaillat,Diciembre,2025
Robo,28,Dominicano(a),M,Espaillat,Diciembre,2025
Robo,5,Dominicano(a),F,Espaillat,Diciembre,2025
Robo,2,Dominicano(a),M,Hato Mayor,Diciembre,2025
Robo,4,Dominicano(a),F,Hato Mayor,Diciembre,2025
Robo,8,Dominicano(a),M,Hermanas Mirabal,Diciembre,2025
Robo,1,Dominicano(a),F,Hermanas Mirabal,Diciembre,2025
Robo,1,Dominicano(a),M,Independencia,Diciembre,2025
Robo,2,Dominicano(a),F,Independencia,Diciembre,2025
Robo,1,Aleman(a),M,La Altagracia,Diciembre,2025
Robo,1,Argentino(a),M,La Altagracia,Diciembre,2025
Robo,1,Belgico(a),F,La Altagracia,Diciembre,2025
Robo,1,Boliviano(a),F,La Altagracia,Diciembre,2025
Robo,1,Chino(a),M,La Altagracia,Diciembre,2025
Robo,1,Cubano(a),M,La Altagracia,Diciembre,2025
Robo,137,Dominicano(a),M,La Altagracia,Diciembre,2025
Robo,69,Dominicano(a),F,La Altagracia,Diciembre,2025
Robo,1,Ecuatoriano(a),M,La Altagracia,Diciembre,2025
Robo,1,Español(a),F,La Altagracia,Diciembre,2025
Robo,2,Estadounidese,M,La Altagracia,Diciembre,2025
Robo,1,Estadounidese,F,La Altagracia,Diciembre,2025
Robo,1,Frances(a),M,La Altagracia,Diciembre,2025
Robo,11,Haitiano(a),M,La Altagracia,Diciembre,2025
Robo,1,Haitiano(a),F,La Altagracia,Diciembre,2025
Robo,1,Italiano(a),M,La Altagracia,Diciembre,2025
Robo,2,Mexicano(a),M,La Altagracia,Diciembre,2025
Robo,1,Venezolano(a),M,La Altagracia,Diciembre,2025
Robo,51,Dominicano(a),M,La Romana,Diciembre,2025
Robo,15,Dominicano(a),F,La Romana,Diciembre,2025
Robo,4,Haitiano(a),M,La Romana,Diciembre,2025
Robo,1,Turco(a),M,La Romana,Diciembre,2025
Robo,19,Dominicano(a),M,La Vega,Diciembre,2025
Robo,28,Dominicano(a),F,La Vega,Diciembre,2025
Robo,10,Dominicano(a),M,Maria Trinidad Sanchez ,Diciembre,2025
Robo,11,Dominicano(a),F,Maria Trinidad Sanchez ,Diciembre,2025
Robo,18,Dominicano(a),M,Monseñor Nouel,Diciembre,2025
Robo,13,Dominicano(a),F,Monseñor Nouel,Diciembre,2025
Robo,1,Austriaco(a),F,Monte Plata,Diciembre,2025
Robo,14,Dominicano(a),M,Monte Plata,Diciembre,2025
Robo,3,Dominicano(a),F,Monte Plata,Diciembre,2025
Robo,2,Haitiano(a),M,Monte Plata,Diciembre,2025
Robo,14,Dominicano(a),M,Peravia,Diciembre,2025
Robo,8,Dominicano(a),F,Peravia,Diciembre,2025
Robo,3,Haitiano(a),M,Peravia,Diciembre,2025
Robo,1,Aleman(a),M,Puerto Plata,Diciembre,2025
Robo,2,Canadiense,M,Puerto Plata,Diciembre,2025
Robo,1,Canadiense,F,Puerto Plata,Diciembre,2025
Robo,23,Dominicano(a),M,Puerto Plata,Diciembre,2025
Robo,18,Dominicano(a),F,Puerto Plata,Diciembre,2025
Robo,1,Haitiano(a),M,Puerto Plata,Diciembre,2025
Robo,2,Norte Americano(a),M,Puerto Plata,Diciembre,2025
Robo,1,Ruso(a),F,Puerto Plata,Diciembre,2025
Robo,1,Argentino(a),M,Samana,Diciembre,2025
Robo,1,Belgico(a),M,Samana,Diciembre,2025
Robo,1,Canadiense,F,Samana,Diciembre,2025
Robo,1,Colombiano(a),F,Samana,Diciembre,2025
Robo,18,Dominicano(a),M,Samana,Diciembre,2025
Robo,6,Dominicano(a),F,Samana,Diciembre,2025
Robo,1,Estadounidese,M,Samana,Diciembre,2025
Robo,1,Frances(a),F,Samana,Diciembre,2025
Robo,1,Haitiano(a),M,Samana,Diciembre,2025
Robo,1,Norte Americano(a),F,Samana,Diciembre,2025
Robo,1,Noruego(a),M,Samana,Diciembre,2025
Robo,1,Suizo(a),M,Samana,Diciembre,2025
Robo,159,Dominicano(a),M,San Cristobal,Diciembre,2025
Robo,100,Dominicano(a),F,San Cristobal,Diciembre,2025
Robo,7,Haitiano(a),M,San Cristobal,Diciembre,2025
Robo,8,Dominicano(a),M,San Jose De Ocoa,Diciembre,2025
Robo,6,Dominicano(a),F,San Jose De Ocoa,Diciembre,2025
Robo,1,Haitiano(a),F,San Jose De Ocoa,Diciembre,2025
Robo,1,Norte Americano(a),M,San Jose De Ocoa,Diciembre,2025
Robo,16,Dominicano(a),M,San Juan ,Diciembre,2025
Robo,9,Dominicano(a),F,San Juan ,Diciembre,2025
Robo,1,Canadiense,M,San Pedro De Macoris,Diciembre,2025
Robo,51,Dominicano(a),M,San Pedro De Macoris,Diciembre,2025
Robo,32,Dominicano(a),F,San Pedro De Macoris,Diciembre,2025
Robo,1,Español(a),M,San Pedro De Macoris,Diciembre,2025
Robo,1,Haitiano(a),M,San Pedro De Macoris,Diciembre,2025
Robo,6,Dominicano(a),M,Sanchez Ramirez,Diciembre,2025
Robo,6,Dominicano(a),F,Sanchez Ramirez,Diciembre,2025
Robo,1,Argentino(a),M,Santiago,Diciembre,2025
Robo,117,Dominicano(a),M,Santiago,Diciembre,2025
Robo,73,Dominicano(a),F,Santiago,Diciembre,2025
Robo,1,Estadounidese,F,Santiago,Diciembre,2025
Robo,2,Haitiano(a),M,Santiago,Diciembre,2025
Robo,2,Haitiano(a),F,Santiago,Diciembre,2025
Robo,1,Italiano(a),M,Santiago,Diciembre,2025
Robo,1,Aleman(a),F,Santo Domingo,Diciembre,2025
Robo,1,Australiano (a),M,Santo Domingo,Diciembre,2025
Robo,902,Dominicano(a),M,Santo Domingo,Diciembre,2025
Robo,624,Dominicano(a),F,Santo Domingo,Diciembre,2025
Robo,1,Ecuatoriano(a),M,Santo Domingo,Diciembre,2025
Robo,1,Español(a),M,Santo Domingo,Diciembre,2025
Robo,1,Español(a),F,Santo Domingo,Diciembre,2025
Robo,2,Estadounidese,M,Santo Domingo,Diciembre,2025
Robo,1,Frances(a),F,Santo Domingo,Diciembre,2025
Robo,27,Haitiano(a),M,Santo Domingo,Diciembre,2025
Robo,5,Haitiano(a),F,Santo Domingo,Diciembre,2025
Robo,2,Holandes(a),F,Santo Domingo,Diciembre,2025
Robo,2,Italiano(a),M,Santo Domingo,Diciembre,2025
Robo,1,Norte Americano(a),F,Santo Domingo,Diciembre,2025
Robo,1,Panameño(a),F,Santo Domingo,Diciembre,2025
Robo,1,Peruano(a),M,Santo Domingo,Diciembre,2025
Robo,1,Suizo(a),M,Santo Domingo,Diciembre,2025
Robo,2,Venezolano(a),M,Santo Domingo,Diciembre,2025
Robo,4,Venezolano(a),F,Santo Domingo,Diciembre,2025
Robo,9,Dominicano(a),M,Valverde,Diciembre,2025
Robo,8,Dominicano(a),F,Valverde,Diciembre,2025
Robo,9,Dominicano(a),M,Azua,Enero,2026
Robo,7,Dominicano(a),F,Azua,Enero,2026
Robo,9,Dominicano(a),M,Bahoruco,Enero,2026
Robo,2,Dominicano(a),M,Barahona,Enero,2026
Robo,4,Dominicano(a),F,Barahona,Enero,2026
Robo,2,Dominicano(a),M,Dajabon,Enero,2026
Robo,2,Dominicano(a),F,Dajabon,Enero,2026
Robo,1,Boliviano(a),M,Distrito Nacional ,Enero,2026
Robo,1,Brasileño(a),M,Distrito Nacional ,Enero,2026
Robo,1,Bulgaro(a),M,Distrito Nacional ,Enero,2026
Robo,2,Chino(a),M,Distrito Nacional ,Enero,2026
Robo,2,Colombiano(a),F,Distrito Nacional ,Enero,2026
Robo,1,Cubano(a),F,Distrito Nacional ,Enero,2026
Robo,409,Dominicano(a),M,Distrito Nacional ,Enero,2026
Robo,269,Dominicano(a),F,Distrito Nacional ,Enero,2026
Robo,1,Español(a),M,Distrito Nacional ,Enero,2026
Robo,2,Estadounidese,M,Distrito Nacional ,Enero,2026
Robo,2,Estadounidese,F,Distrito Nacional ,Enero,2026
Robo,3,Frances(a),M,Distrito Nacional ,Enero,2026
Robo,7,Haitiano(a),M,Distrito Nacional ,Enero,2026
Robo,2,Haitiano(a),F,Distrito Nacional ,Enero,2026
Robo,1,Hondureño(a),M,Distrito Nacional ,Enero,2026
Robo,4,Italiano(a),F,Distrito Nacional ,Enero,2026
Robo,1,Mexicano(a),M,Distrito Nacional ,Enero,2026
Robo,1,Mexicano(a),F,Distrito Nacional ,Enero,2026
Robo,1,Norte Americano(a),M,Distrito Nacional ,Enero,2026
Robo,1,Norte Americano(a),F,Distrito Nacional ,Enero,2026
Robo,1,Panameño(a),M,Distrito Nacional ,Enero,2026
Robo,1,Turco(a),M,Distrito Nacional ,Enero,2026
Robo,1,Turco(a),F,Distrito Nacional ,Enero,2026
Robo,3,Venezolano(a),M,Distrito Nacional ,Enero,2026
Robo,57,Dominicano(a),M,Duarte,Enero,2026
Robo,42,Dominicano(a),F,Duarte,Enero,2026
Robo,2,Haitiano(a),F,Duarte,Enero,2026
Robo,1,Norte Americano(a),M,Duarte,Enero,2026
Robo,12,Dominicano(a),M,El Seibo,Enero,2026
Robo,6,Dominicano(a),F,El Seibo,Enero,2026
Robo,1,Español(a),M,El Seibo,Enero,2026
Robo,2,Dominicano(a),F,Elias Piña,Enero,2026
Robo,17,Dominicano(a),M,Espaillat,Enero,2026
Robo,13,Dominicano(a),F,Espaillat,Enero,2026
Robo,5,Dominicano(a),M,Hato Mayor,Enero,2026
Robo,4,Dominicano(a),F,Hato Mayor,Enero,2026
Robo,2,Dominicano(a),M,Hermanas Mirabal,Enero,2026
Robo,3,Dominicano(a),F,Hermanas Mirabal,Enero,2026
Robo,1,Italiano(a),M,Hermanas Mirabal,Enero,2026
Robo,2,Dominicano(a),M,Independencia,Enero,2026
Robo,2,Argentino(a),M,La Altagracia,Enero,2026
Robo,1,Canadiense,M,La Altagracia,Enero,2026
Robo,1,Chileno(a),F,La Altagracia,Enero,2026
Robo,1,Colombiano(a),M,La Altagracia,Enero,2026
Robo,1,Croata,F,La Altagracia,Enero,2026
Robo,112,Dominicano(a),M,La Altagracia,Enero,2026
Robo,51,Dominicano(a),F,La Altagracia,Enero,2026
Robo,1,Frances(a),M,La Altagracia,Enero,2026
Robo,6,Haitiano(a),M,La Altagracia,Enero,2026
Robo,1,Haitiano(a),F,La Altagracia,Enero,2026
Robo,1,Hondureño(a),F,La Altagracia,Enero,2026
Robo,2,Italiano(a),M,La Altagracia,Enero,2026
Robo,1,Macedonio,M,La Altagracia,Enero,2026
Robo,2,Norte Americano(a),M,La Altagracia,Enero,2026
Robo,1,Suizo(a),M,La Altagracia,Enero,2026
Robo,1,Venezolano(a),M,La Altagracia,Enero,2026
Robo,1,Chino(a),M,La Romana,Enero,2026
Robo,46,Dominicano(a),M,La Romana,Enero,2026
Robo,9,Dominicano(a),F,La Romana,Enero,2026
Robo,1,Haitiano(a),M,La Romana,Enero,2026
Robo,25,Dominicano(a),M,La Vega,Enero,2026
Robo,15,Dominicano(a),F,La Vega,Enero,2026
Robo,19,Dominicano(a),M,Maria Trinidad Sanchez ,Enero,2026
Robo,11,Dominicano(a),F,Maria Trinidad Sanchez ,Enero,2026
Robo,13,Dominicano(a),M,Monseñor Nouel,Enero,2026
Robo,10,Dominicano(a),F,Monseñor Nouel,Enero,2026
Robo,2,Haitiano(a),M,Monseñor Nouel,Enero,2026
Robo,26,Dominicano(a),M,Monte Plata,Enero,2026
Robo,14,Dominicano(a),F,Monte Plata,Enero,2026
Robo,9,Dominicano(a),M,Peravia,Enero,2026
Robo,11,Dominicano(a),F,Peravia,Enero,2026
Robo,1,Canadiense,M,Puerto Plata,Enero,2026
Robo,17,Dominicano(a),M,Puerto Plata,Enero,2026
Robo,14,Dominicano(a),F,Puerto Plata,Enero,2026
Robo,2,Estadounidese,M,Puerto Plata,Enero,2026
Robo,1,Norte Americano(a),M,Puerto Plata,Enero,2026
Robo,1,Aleman(a),M,Samana,Enero,2026
Robo,2,Canadiense,M,Samana,Enero,2026
Robo,1,Chileno(a),M,Samana,Enero,2026
Robo,1,Chino(a),M,Samana,Enero,2026
Robo,14,Dominicano(a),M,Samana,Enero,2026
Robo,6,Dominicano(a),F,Samana,Enero,2026
Robo,2,Español(a),M,Samana,Enero,2026
Robo,1,Ingles(a),M,Samana,Enero,2026
Robo,149,Dominicano(a),M,San Cristobal,Enero,2026
Robo,110,Dominicano(a),F,San Cristobal,Enero,2026
Robo,2,Haitiano(a),M,San Cristobal,Enero,2026
Robo,1,Holandes(a),M,San Cristobal,Enero,2026
Robo,1,Venezolano(a),M,San Cristobal,Enero,2026
Robo,1,Chino(a),F,San Jose De Ocoa,Enero,2026
Robo,15,Dominicano(a),M,San Jose De Ocoa,Enero,2026
Robo,10,Dominicano(a),F,San Jose De Ocoa,Enero,2026
Robo,8,Dominicano(a),M,San Juan ,Enero,2026
Robo,6,Dominicano(a),F,San Juan ,Enero,2026
Robo,32,Dominicano(a),M,San Pedro De Macoris,Enero,2026
Robo,17,Dominicano(a),F,San Pedro De Macoris,Enero,2026
Robo,1,Haitiano(a),M,San Pedro De Macoris,Enero,2026
Robo,1,Italiano(a),M,San Pedro De Macoris,Enero,2026
Robo,1,Italiano(a),F,San Pedro De Macoris,Enero,2026
Robo,4,Dominicano(a),M,Sanchez Ramirez,Enero,2026
Robo,8,Dominicano(a),F,Sanchez Ramirez,Enero,2026
Robo,1,Chino(a),F,Santiago,Enero,2026
Robo,108,Dominicano(a),M,Santiago,Enero,2026
Robo,47,Dominicano(a),F,Santiago,Enero,2026
Robo,3,Haitiano(a),M,Santiago,Enero,2026
Robo,1,Mexicano(a),M,Santiago,Enero,2026
Robo,1,Venezolano(a),M,Santiago,Enero,2026
Robo,927,Dominicano(a),M,Santo Domingo,Enero,2026
Robo,540,Dominicano(a),F,Santo Domingo,Enero,2026
Robo,2,Español(a),M,Santo Domingo,Enero,2026
Robo,1,Estadounidese,M,Santo Domingo,Enero,2026
Robo,1,Estadounidese,F,Santo Domingo,Enero,2026
Robo,1,Frances(a),M,Santo Domingo,Enero,2026
Robo,1,Guatemanteco(a),M,Santo Domingo,Enero,2026
Robo,25,Haitiano(a),M,Santo Domingo,Enero,2026
Robo,12,Haitiano(a),F,Santo Domingo,Enero,2026
Robo,1,Italiano(a),M,Santo Domingo,Enero,2026
Robo,1,Norte Americano(a),M,Santo Domingo,Enero,2026
Robo,1,Norte Americano(a),F,Santo Domingo,Enero,2026
Robo,1,Serbio(a),M,Santo Domingo,Enero,2026
Robo,1,Suizo(a),F,Santo Domingo,Enero,2026
Robo,4,Venezolano(a),F,Santo Domingo,Enero,2026
Robo,5,Dominicano(a),M,Valverde,Enero,2026
Robo,10,Dominicano(a),F,Valverde,Enero,2026
Robo,11,Dominicano(a),M,Azua,Febrero,2026
Robo,6,Dominicano(a),F,Azua,Febrero,2026
Robo,1,Español(a),M,Azua,Febrero,2026
Robo,1,Dominicano(a),M,Bahoruco,Febrero,2026
Robo,2,Dominicano(a),F,Bahoruco,Febrero,2026
Robo,1,Chileno(a),M,Barahona,Febrero,2026
Robo,5,Dominicano(a),M,Barahona,Febrero,2026
Robo,1,Dominicano(a),F,Dajabon,Febrero,2026
Robo,1,Aleman(a),M,Distrito Nacional ,Febrero,2026
Robo,1,Aleman(a),F,Distrito Nacional ,Febrero,2026
Robo,1,Brasileño(a),F,Distrito Nacional ,Febrero,2026
Robo,1,Chino(a),M,Distrito Nacional ,Febrero,2026
Robo,1,Colombiano(a),M,Distrito Nacional ,Febrero,2026
Robo,1,Colombiano(a),F,Distrito Nacional ,Febrero,2026
Robo,355,Dominicano(a),M,Distrito Nacional ,Febrero,2026
Robo,220,Dominicano(a),F,Distrito Nacional ,Febrero,2026
Robo,2,Español(a),M,Distrito Nacional ,Febrero,2026
Robo,1,Estadounidese,M,Distrito Nacional ,Febrero,2026
Robo,2,Estadounidese,F,Distrito Nacional ,Febrero,2026
Robo,1,Frances(a),M,Distrito Nacional ,Febrero,2026
